interaction_id,customer_id,date,interaction_type,issue_category,notes
I315313,C02566,2024-06-23,Meeting,Billing Question,Interaction logged
I315314,C04283,2024-11-08,Call,Billing Question,Interaction logged
I315315,C01742,2025-03-19,Email,Late Payment,Interaction logged
I315316,C04499,2025-02-27,Meeting,Late Payment,Interaction logged
I315317,C06066,2025-03-24,Email,PO Approval,Interaction logged
I315318,C09688,2024-10-03,Meeting,Late Payment,Interaction logged
I315319,C08115,2025-01-01,Meeting,Service Issue,Interaction logged
I315320,C06362,2024-01-23,Email,Billing Question,Interaction logged
I315321,C01812,2024-01-12,Meeting,Service Issue,Interaction logged
I315322,C09584,2024-07-07,Call,Late Payment,Interaction logged
I315323,C05791,2024-09-12,Meeting,Billing Question,Interaction logged
I315324,C02125,2024-07-19,Meeting,PO Approval,Interaction logged
I315325,C02559,2025-03-02,Call,Late Payment,Interaction logged
I315326,C05491,2024-08-26,Call,Late Payment,Interaction logged
I315327,C05532,2024-06-27,Meeting,Late Payment,Interaction logged
I315328,C03480,2024-04-05,Meeting,Late Payment,Interaction logged
I315329,C07035,2024-11-27,Call,Billing Question,Interaction logged
I315330,C05170,2024-06-14,Meeting,Service Issue,Interaction logged
I315331,C01430,2024-11-11,Email,Billing Question,Interaction logged
I315332,C07484,2024-02-21,Meeting,Late Payment,Interaction logged
I315333,C05422,2024-11-08,Call,Service Issue,Interaction logged
I315334,C06332,2024-05-01,Call,Service Issue,Interaction logged
I315335,C06323,2024-03-08,Email,PO Approval,Interaction logged
I315336,C00307,2024-10-30,Call,Late Payment,Interaction logged
I315337,C07658,2024-08-27,Call,Billing Question,Interaction logged
I315338,C04055,2024-04-24,Meeting,PO Approval,Interaction logged
I315339,C09662,2025-01-25,Call,Late Payment,Interaction logged
I315340,C06633,2024-11-16,Meeting,PO Approval,Interaction logged
I315341,C02680,2024-10-31,Meeting,PO Approval,Interaction logged
I315342,C07141,2024-05-19,Call,Late Payment,Interaction logged
I315343,C05302,2024-11-12,Meeting,Billing Question,Interaction logged
I315344,C04179,2024-10-06,Email,Service Issue,Interaction logged
I315345,C01580,2025-03-02,Meeting,Billing Question,Interaction logged
I315346,C08727,2024-04-23,Call,Service Issue,Interaction logged
I315347,C09610,2025-01-03,Call,PO Approval,Interaction logged
I315348,C02695,2024-02-20,Call,Billing Question,Interaction logged
I315349,C02715,2025-01-06,Meeting,Service Issue,Interaction logged
I315350,C07532,2025-01-07,Email,Service Issue,Interaction logged
I315351,C04328,2024-10-23,Call,Late Payment,Interaction logged
I315352,C03545,2025-01-26,Meeting,Late Payment,Interaction logged
I315353,C06229,2024-03-06,Meeting,Late Payment,Interaction logged
I315354,C02315,2024-02-19,Email,PO Approval,Interaction logged
I315355,C06408,2024-12-06,Call,Billing Question,Interaction logged
I315356,C08998,2024-04-09,Meeting,Billing Question,Interaction logged
I315357,C04628,2024-05-05,Meeting,PO Approval,Interaction logged
I315358,C01464,2024-05-23,Call,Billing Question,Interaction logged
I315359,C02911,2024-06-11,Meeting,PO Approval,Interaction logged
I315360,C00889,2024-04-28,Call,PO Approval,Interaction logged
I315361,C02611,2024-04-21,Email,Late Payment,Interaction logged
I315362,C04172,2024-03-11,Email,Billing Question,Interaction logged
I315363,C03671,2024-08-04,Meeting,Late Payment,Interaction logged
I315364,C01358,2024-04-01,Meeting,Service Issue,Interaction logged
I315365,C07550,2024-12-18,Meeting,PO Approval,Interaction logged
I315366,C09440,2024-06-26,Meeting,Service Issue,Interaction logged
I315367,C09435,2024-02-27,Call,Billing Question,Interaction logged
I315368,C09696,2024-07-31,Email,Billing Question,Interaction logged
I315369,C02839,2024-04-28,Email,Late Payment,Interaction logged
I315370,C09397,2024-12-15,Meeting,PO Approval,Interaction logged
I315371,C05192,2025-03-02,Call,Service Issue,Interaction logged
I315372,C08525,2025-02-21,Call,Service Issue,Interaction logged
I315373,C09805,2024-09-14,Meeting,Late Payment,Interaction logged
I315374,C08865,2024-02-01,Email,Service Issue,Interaction logged
I315375,C05509,2025-03-03,Call,Service Issue,Interaction logged
I315376,C06830,2024-07-26,Call,PO Approval,Interaction logged
I315377,C03414,2024-11-11,Email,Late Payment,Interaction logged
I315378,C07847,2024-02-07,Call,Late Payment,Interaction logged
I315379,C05695,2024-11-18,Meeting,Service Issue,Interaction logged
I315380,C04616,2024-11-19,Email,Billing Question,Interaction logged
I315381,C01129,2025-01-22,Call,PO Approval,Interaction logged
I315382,C03087,2024-03-28,Meeting,Billing Question,Interaction logged
I315383,C00484,2024-06-17,Meeting,Billing Question,Interaction logged
I315384,C09372,2024-07-24,Email,Billing Question,Interaction logged
I315385,C01959,2024-12-09,Meeting,Service Issue,Interaction logged
I315386,C06645,2024-05-14,Email,Late Payment,Interaction logged
I315387,C05642,2024-08-10,Meeting,Late Payment,Interaction logged
I315388,C02176,2024-12-17,Meeting,Billing Question,Interaction logged
I315389,C06449,2025-01-05,Call,Late Payment,Interaction logged
I315390,C07617,2025-03-15,Call,Late Payment,Interaction logged
I315391,C03785,2024-08-12,Email,Service Issue,Interaction logged
I315392,C04595,2024-12-16,Email,Billing Question,Interaction logged
I315393,C06696,2025-03-20,Meeting,PO Approval,Interaction logged
I315394,C07519,2024-10-09,Call,Billing Question,Interaction logged
I315395,C06037,2024-05-13,Call,PO Approval,Interaction logged
I315396,C03845,2024-04-27,Meeting,Late Payment,Interaction logged
I315397,C01595,2024-03-11,Email,PO Approval,Interaction logged
I315398,C01725,2024-07-05,Email,PO Approval,Interaction logged
I315399,C06059,2024-01-26,Meeting,PO Approval,Interaction logged
I315400,C03852,2024-05-21,Email,PO Approval,Interaction logged
I315401,C05443,2024-08-30,Email,Billing Question,Interaction logged
I315402,C09441,2025-03-05,Call,Late Payment,Interaction logged
I315403,C01796,2024-03-05,Email,Service Issue,Interaction logged
I315404,C09444,2025-02-12,Call,PO Approval,Interaction logged
I315405,C00715,2024-07-14,Meeting,Late Payment,Interaction logged
I315406,C09144,2024-12-23,Email,PO Approval,Interaction logged
I315407,C08880,2024-11-03,Meeting,Billing Question,Interaction logged
I315408,C07704,2024-10-03,Meeting,PO Approval,Interaction logged
I315409,C01771,2024-06-23,Call,Billing Question,Interaction logged
I315410,C00746,2024-08-04,Meeting,Billing Question,Interaction logged
I315411,C07818,2024-11-22,Meeting,Late Payment,Interaction logged
I315412,C03118,2024-05-08,Email,PO Approval,Interaction logged
I315413,C06230,2024-09-21,Email,Service Issue,Interaction logged
I315414,C02991,2024-07-01,Meeting,PO Approval,Interaction logged
I315415,C07663,2025-02-15,Meeting,Billing Question,Interaction logged
I315416,C07861,2024-04-27,Email,PO Approval,Interaction logged
I315417,C01682,2024-09-04,Email,Service Issue,Interaction logged
I315418,C05594,2024-05-09,Email,Billing Question,Interaction logged
I315419,C07672,2024-09-06,Call,PO Approval,Interaction logged
I315420,C03765,2024-01-15,Meeting,Billing Question,Interaction logged
I315421,C03050,2025-01-15,Email,Service Issue,Interaction logged
I315422,C04635,2024-12-22,Call,Billing Question,Interaction logged
I315423,C00418,2024-08-18,Call,Late Payment,Interaction logged
I315424,C01544,2024-07-12,Meeting,Service Issue,Interaction logged
I315425,C00145,2024-07-09,Meeting,Late Payment,Interaction logged
I315426,C06049,2024-09-01,Email,Service Issue,Interaction logged
I315427,C00217,2024-03-26,Email,PO Approval,Interaction logged
I315428,C09460,2024-02-29,Email,Service Issue,Interaction logged
I315429,C02156,2025-02-09,Email,Service Issue,Interaction logged
I315430,C09487,2024-02-27,Meeting,Late Payment,Interaction logged
I315431,C00841,2024-06-16,Call,Late Payment,Interaction logged
I315432,C08359,2024-11-16,Email,PO Approval,Interaction logged
I315433,C05895,2024-06-16,Meeting,PO Approval,Interaction logged
I315434,C06835,2025-01-28,Email,Late Payment,Interaction logged
I315435,C03671,2024-04-19,Meeting,Billing Question,Interaction logged
I315436,C05367,2024-05-29,Meeting,Billing Question,Interaction logged
I315437,C04061,2024-07-07,Meeting,Billing Question,Interaction logged
I315438,C05694,2025-01-05,Meeting,Billing Question,Interaction logged
I315439,C04655,2024-08-28,Email,PO Approval,Interaction logged
I315440,C06446,2025-01-11,Email,Billing Question,Interaction logged
I315441,C01232,2024-10-10,Meeting,Service Issue,Interaction logged
I315442,C07539,2024-04-25,Call,Service Issue,Interaction logged
I315443,C04306,2025-02-08,Call,PO Approval,Interaction logged
I315444,C04501,2024-09-19,Email,PO Approval,Interaction logged
I315445,C00633,2025-03-19,Email,Late Payment,Interaction logged
I315446,C09121,2024-11-29,Email,PO Approval,Interaction logged
I315447,C03166,2024-09-13,Meeting,Late Payment,Interaction logged
I315448,C02363,2024-06-08,Meeting,Billing Question,Interaction logged
I315449,C09587,2024-07-14,Email,PO Approval,Interaction logged
I315450,C03589,2024-12-16,Meeting,Billing Question,Interaction logged
I315451,C09143,2024-12-25,Meeting,PO Approval,Interaction logged
I315452,C08071,2025-03-21,Call,PO Approval,Interaction logged
I315453,C04307,2024-05-10,Meeting,Late Payment,Interaction logged
I315454,C00290,2024-11-12,Email,PO Approval,Interaction logged
I315455,C05354,2024-01-03,Call,PO Approval,Interaction logged
I315456,C01997,2024-07-08,Call,Late Payment,Interaction logged
I315457,C02398,2024-09-24,Call,Billing Question,Interaction logged
I315458,C06461,2024-02-28,Meeting,Service Issue,Interaction logged
I315459,C07303,2024-03-10,Call,Late Payment,Interaction logged
I315460,C05871,2024-09-12,Email,Service Issue,Interaction logged
I315461,C05456,2024-04-15,Meeting,PO Approval,Interaction logged
I315462,C03803,2024-03-29,Call,PO Approval,Interaction logged
I315463,C02777,2024-09-20,Meeting,PO Approval,Interaction logged
I315464,C08971,2024-10-19,Meeting,Billing Question,Interaction logged
I315465,C02511,2024-02-22,Call,Service Issue,Interaction logged
I315466,C07264,2024-04-18,Email,PO Approval,Interaction logged
I315467,C03708,2024-05-09,Call,Service Issue,Interaction logged
I315468,C09905,2024-11-29,Call,Billing Question,Interaction logged
I315469,C05424,2024-10-14,Meeting,PO Approval,Interaction logged
I315470,C03065,2025-03-17,Meeting,Billing Question,Interaction logged
I315471,C06762,2024-06-19,Email,Service Issue,Interaction logged
I315472,C07543,2024-03-14,Email,PO Approval,Interaction logged
I315473,C00066,2024-05-26,Meeting,Service Issue,Interaction logged
I315474,C02799,2025-01-01,Meeting,Late Payment,Interaction logged
I315475,C05227,2024-03-27,Meeting,Billing Question,Interaction logged
I315476,C01178,2024-10-17,Email,Late Payment,Interaction logged
I315477,C07262,2024-12-12,Meeting,Billing Question,Interaction logged
I315478,C01584,2024-01-18,Email,Billing Question,Interaction logged
I315479,C04877,2024-07-23,Call,PO Approval,Interaction logged
I315480,C06371,2025-02-18,Email,Billing Question,Interaction logged
I315481,C01986,2024-03-21,Call,Billing Question,Interaction logged
I315482,C03423,2024-03-14,Email,Billing Question,Interaction logged
I315483,C04510,2024-07-18,Call,Late Payment,Interaction logged
I315484,C07200,2024-06-16,Email,Service Issue,Interaction logged
I315485,C03815,2024-01-27,Meeting,PO Approval,Interaction logged
I315486,C02021,2024-07-27,Meeting,Billing Question,Interaction logged
I315487,C08492,2024-02-23,Email,Service Issue,Interaction logged
I315488,C08164,2024-03-21,Meeting,PO Approval,Interaction logged
I315489,C03862,2024-11-30,Email,PO Approval,Interaction logged
I315490,C06555,2024-05-04,Email,PO Approval,Interaction logged
I315491,C06310,2024-03-02,Call,PO Approval,Interaction logged
I315492,C01950,2024-01-27,Call,PO Approval,Interaction logged
I315493,C02713,2024-12-17,Email,Late Payment,Interaction logged
I315494,C01825,2025-02-22,Meeting,Billing Question,Interaction logged
I315495,C09841,2024-12-15,Call,Billing Question,Interaction logged
I315496,C02930,2024-06-01,Call,Late Payment,Interaction logged
I315497,C07693,2024-03-09,Meeting,Late Payment,Interaction logged
I315498,C09063,2024-10-20,Call,Service Issue,Interaction logged
I315499,C07393,2025-01-26,Meeting,Billing Question,Interaction logged
I315500,C00324,2024-09-23,Call,Service Issue,Interaction logged
I315501,C06218,2025-03-10,Email,Service Issue,Interaction logged
I315502,C05148,2025-01-23,Call,Billing Question,Interaction logged
I315503,C05836,2024-06-14,Meeting,PO Approval,Interaction logged
I315504,C07717,2024-11-09,Call,Billing Question,Interaction logged
I315505,C06125,2024-01-10,Email,PO Approval,Interaction logged
I315506,C07681,2024-10-31,Email,Service Issue,Interaction logged
I315507,C03007,2025-02-02,Email,Late Payment,Interaction logged
I315508,C09536,2024-12-29,Email,PO Approval,Interaction logged
I315509,C06439,2024-12-02,Call,PO Approval,Interaction logged
I315510,C03327,2025-02-14,Meeting,Service Issue,Interaction logged
I315511,C04249,2024-12-19,Email,Billing Question,Interaction logged
I315512,C06971,2024-10-27,Email,Service Issue,Interaction logged
I315513,C05922,2024-10-01,Meeting,Late Payment,Interaction logged
I315514,C02621,2024-08-02,Call,Late Payment,Interaction logged
I315515,C06101,2024-04-21,Email,Late Payment,Interaction logged
I315516,C01945,2024-02-26,Meeting,Late Payment,Interaction logged
I315517,C08240,2025-01-07,Meeting,Late Payment,Interaction logged
I315518,C02403,2024-09-27,Call,Billing Question,Interaction logged
I315519,C08551,2025-02-27,Meeting,Billing Question,Interaction logged
I315520,C04409,2024-04-07,Call,PO Approval,Interaction logged
I315521,C09885,2024-12-26,Meeting,Billing Question,Interaction logged
I315522,C01757,2024-11-01,Meeting,PO Approval,Interaction logged
I315523,C03708,2024-09-17,Meeting,Service Issue,Interaction logged
I315524,C00818,2024-07-20,Email,Service Issue,Interaction logged
I315525,C07676,2024-05-25,Meeting,Billing Question,Interaction logged
I315526,C01023,2025-01-16,Call,Billing Question,Interaction logged
I315527,C06527,2025-02-05,Call,PO Approval,Interaction logged
I315528,C01951,2024-06-03,Meeting,Late Payment,Interaction logged
I315529,C02342,2024-01-19,Meeting,PO Approval,Interaction logged
I315530,C06705,2024-08-20,Call,Billing Question,Interaction logged
I315531,C07349,2025-03-24,Meeting,Late Payment,Interaction logged
I315532,C04784,2024-06-08,Email,Service Issue,Interaction logged
I315533,C07957,2024-09-24,Call,Late Payment,Interaction logged
I315534,C08485,2024-10-12,Call,PO Approval,Interaction logged
I315535,C08104,2024-03-10,Meeting,Service Issue,Interaction logged
I315536,C03480,2025-03-11,Email,PO Approval,Interaction logged
I315537,C00561,2024-11-23,Meeting,Billing Question,Interaction logged
I315538,C08271,2024-03-21,Call,Late Payment,Interaction logged
I315539,C04866,2024-02-18,Email,PO Approval,Interaction logged
I315540,C05185,2025-03-16,Email,Billing Question,Interaction logged
I315541,C04733,2024-08-01,Call,Billing Question,Interaction logged
I315542,C05360,2025-02-08,Email,Late Payment,Interaction logged
I315543,C06193,2024-01-04,Email,Billing Question,Interaction logged
I315544,C03787,2024-03-28,Email,Service Issue,Interaction logged
I315545,C01218,2024-03-21,Meeting,Billing Question,Interaction logged
I315546,C09291,2024-04-05,Meeting,Billing Question,Interaction logged
I315547,C00794,2024-08-07,Call,Service Issue,Interaction logged
I315548,C02278,2024-11-13,Call,Service Issue,Interaction logged
I315549,C02199,2024-10-16,Call,Service Issue,Interaction logged
I315550,C02035,2024-01-12,Email,Service Issue,Interaction logged
I315551,C03504,2024-01-06,Call,Billing Question,Interaction logged
I315552,C02284,2025-02-09,Email,Late Payment,Interaction logged
I315553,C03110,2024-08-23,Call,Billing Question,Interaction logged
I315554,C06819,2024-06-24,Meeting,Late Payment,Interaction logged
I315555,C05424,2024-06-24,Call,PO Approval,Interaction logged
I315556,C06084,2024-12-24,Meeting,Billing Question,Interaction logged
I315557,C02353,2025-01-08,Email,PO Approval,Interaction logged
I315558,C08494,2024-09-21,Call,Service Issue,Interaction logged
I315559,C08767,2024-11-15,Meeting,Billing Question,Interaction logged
I315560,C00217,2024-05-11,Email,PO Approval,Interaction logged
